2024-02-14 17:02:57,143: root: INFO: MLtrader : Executing the initialize lifecycle method
2024-02-14 17:02:58,075: root: INFO: Current backtesting datetime 2023-12-15 08:30:00-05:00
2024-02-14 17:02:58,076: root: INFO: MLtrader : Executing the before_market_opens lifecycle method
2024-02-14 17:02:58,077: root: INFO: Current backtesting datetime 2023-12-15 09:30:00-05:00
2024-02-14 17:02:58,077: root: INFO: MLtrader : Executing the before_starting_trading lifecycle method
2024-02-14 17:02:58,078: root: INFO: MLtrader : Executing the on_trading_iteration lifecycle method at 2024-02-14 17:02:58
2024-02-14 17:02:58,078: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 17:02:58,084: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 17:03:01,270: root: INFO: New market order of | 43.0 SPY buy | at price $563.3879882812499 of class bracket with status unprocessed was submitted.
2024-02-14 17:03:01,277: root: INFO: MLtrader : Trading iteration ended at 2024-02-14 17:03:01
2024-02-14 17:03:01,277: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-14 17:03:01,277: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 17:03:01,279: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 17:03:01,279: root: INFO: market order of | 43.0 SPY buy | at price $563.3879882812499 of class bracket with status new was sent to broker backtesting
2024-02-14 17:03:01,279: root: INFO: market order of | 43.0 SPY buy | at price $563.3879882812499 of class bracket with status new was sent to broker backtesting
2024-02-14 17:03:01,279: root: INFO: Filled Transaction: buy 43.0 of SPY at 469.48999023 USD per share
2024-02-14 17:03:01,280: root: INFO: market order of | 43.0 SPY buy | at price $563.3879882812499 of class bracket with status new was filled
2024-02-14 17:03:01,286: root: INFO: MLtrader : Sleeping for 86400 seconds
2024-02-14 17:03:01,287: root: INFO: Current backtesting datetime 2023-12-15 16:00:00-05:00
2024-02-14 17:03:01,287: root: INFO: Current backtesting datetime 2023-12-16 09:30:00-05:00
2024-02-14 17:03:01,288: root: INFO: MLtrader : The market is not currently open, skipping this trading iteration
2024-02-14 17:03:01,289: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-14 17:03:01,289: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 17:03:01,289: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 17:03:01,290: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-14 17:03:01,290: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 17:03:01,290: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 17:03:01,291: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-14 17:03:01,292: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 17:03:01,292: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 17:03:01,292: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-14 17:03:01,293: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 17:03:01,293: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 17:03:01,294: root: INFO: Current backtesting datetime 2023-12-16 09:29:00-05:00
2024-02-14 17:03:01,295: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-14 17:03:01,295: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 17:03:01,296: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 17:03:01,296: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-14 17:03:01,296: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 17:03:01,297: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 17:03:01,297: root: INFO: Current backtesting datetime 2023-12-16 09:29:00-05:00
2024-02-14 17:03:01,297: root: INFO: MLtrader : Executing the after_market_closes lifecycle method
2024-02-14 17:03:01,297: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-14 17:03:01,297: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 17:03:01,298: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 17:03:01,298: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-14 17:03:01,298: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 17:03:01,299: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 17:03:01,300: root: INFO: Current backtesting datetime 2023-12-18 08:30:00-05:00
2024-02-14 17:03:01,300: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 17:03:01,301: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 17:03:01,301: root: INFO: MLtrader : Executing the before_market_opens lifecycle method
2024-02-14 17:03:01,302: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-14 17:03:01,302: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 17:03:01,302: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 17:03:01,302: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-14 17:03:01,302: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 17:03:01,303: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 17:03:01,304: root: INFO: Current backtesting datetime 2023-12-18 09:30:00-05:00
2024-02-14 17:03:01,305: root: INFO: MLtrader : Executing the before_starting_trading lifecycle method
2024-02-14 17:03:01,307: root: INFO: MLtrader : Executing the on_trading_iteration lifecycle method at 2024-02-14 17:03:01
2024-02-14 17:03:01,307: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 17:03:01,308: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 17:03:01,588: root: INFO: MLtrader : Trading iteration ended at 2024-02-14 17:03:01
2024-02-14 17:03:01,588: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-14 17:03:01,588: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 17:03:01,589: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 17:03:01,589: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-14 17:03:01,589: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 17:03:01,590: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 17:03:01,591: root: INFO: MLtrader : Sleeping for 86400 seconds
2024-02-14 17:03:01,591: root: INFO: Current backtesting datetime 2023-12-18 16:00:00-05:00
2024-02-14 17:03:01,591: root: INFO: Current backtesting datetime 2023-12-19 09:30:00-05:00
2024-02-14 17:03:01,592: root: INFO: MLtrader : Executing the on_trading_iteration lifecycle method at 2024-02-14 17:03:01
2024-02-14 17:03:01,593: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 17:03:01,593: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 17:03:01,874: root: INFO: MLtrader : Trading iteration ended at 2024-02-14 17:03:01
2024-02-14 17:03:01,875: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-14 17:03:01,875: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 17:03:01,876: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 17:03:01,876: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-14 17:03:01,877: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 17:03:01,877: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 17:03:01,879: root: INFO: MLtrader : Sleeping for 86400 seconds
2024-02-14 17:03:01,880: root: INFO: Current backtesting datetime 2023-12-19 16:00:00-05:00
2024-02-14 17:03:01,880: root: INFO: Current backtesting datetime 2023-12-20 09:30:00-05:00
2024-02-14 17:03:01,882: root: INFO: MLtrader : Executing the on_trading_iteration lifecycle method at 2024-02-14 17:03:01
2024-02-14 17:03:01,882: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 17:03:01,884: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 17:03:02,163: root: INFO: MLtrader : Trading iteration ended at 2024-02-14 17:03:02
2024-02-14 17:03:02,163: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-14 17:03:02,163: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 17:03:02,164: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 17:03:02,164: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-14 17:03:02,164: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 17:03:02,165: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 17:03:02,165: root: INFO: MLtrader : Sleeping for 86400 seconds
2024-02-14 17:03:02,166: root: INFO: Current backtesting datetime 2023-12-20 16:00:00-05:00
2024-02-14 17:03:02,166: root: INFO: Current backtesting datetime 2023-12-21 09:30:00-05:00
2024-02-14 17:03:02,167: root: INFO: MLtrader : Executing the on_trading_iteration lifecycle method at 2024-02-14 17:03:02
2024-02-14 17:03:02,167: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 17:03:02,168: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 17:03:02,443: root: INFO: MLtrader : Trading iteration ended at 2024-02-14 17:03:02
2024-02-14 17:03:02,444: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-14 17:03:02,444: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 17:03:02,445: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 17:03:02,445: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-14 17:03:02,445: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 17:03:02,446: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 17:03:02,447: root: INFO: MLtrader : Sleeping for 86400 seconds
2024-02-14 17:03:02,448: root: INFO: Current backtesting datetime 2023-12-21 16:00:00-05:00
2024-02-14 17:03:02,448: root: INFO: Current backtesting datetime 2023-12-22 09:30:00-05:00
2024-02-14 17:03:02,449: root: INFO: MLtrader : Executing the on_trading_iteration lifecycle method at 2024-02-14 17:03:02
2024-02-14 17:03:02,449: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 17:03:02,450: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 17:03:02,730: root: INFO: MLtrader : Trading iteration ended at 2024-02-14 17:03:02
2024-02-14 17:03:02,730: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-14 17:03:02,730: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 17:03:02,731: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 17:03:02,731: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-14 17:03:02,731: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 17:03:02,731: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 17:03:02,732: root: INFO: MLtrader : Sleeping for 86400 seconds
2024-02-14 17:03:02,733: root: INFO: Current backtesting datetime 2023-12-22 16:00:00-05:00
2024-02-14 17:03:02,733: root: INFO: Current backtesting datetime 2023-12-23 09:30:00-05:00
2024-02-14 17:03:02,734: root: INFO: MLtrader : The market is not currently open, skipping this trading iteration
2024-02-14 17:03:02,734: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-14 17:03:02,734: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 17:03:02,734: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 17:03:02,735: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-14 17:03:02,735: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 17:03:02,735: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 17:03:02,736: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-14 17:03:02,736: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 17:03:02,736: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 17:03:02,736: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-14 17:03:02,736: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 17:03:02,737: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 17:03:02,738: root: INFO: Current backtesting datetime 2023-12-23 09:29:00-05:00
2024-02-14 17:03:02,738: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-14 17:03:02,738: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 17:03:02,738: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 17:03:02,739: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-14 17:03:02,739: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 17:03:02,739: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
