datetime,portfolio_value,cash,return
2023-12-15 09:30:00-05:00,100000.0,100000.0,
2023-12-16 09:30:00-05:00,100000.0,79811.93041992188,0.0
2023-12-18 09:30:00-05:00,100146.02889233398,79893.88841992187,0.0014602889233399363
2023-12-19 09:30:00-05:00,100212.67836743164,79893.88841992187,0.0006655228952643366
2023-12-20 09:30:00-05:00,100274.16805249023,79893.88841992187,0.0006135918734069268
2023-12-21 09:30:00-05:00,100161.0778425293,79893.88841992187,-0.0011278100048831563
2023-12-22 09:30:00-05:00,100269.86779003906,79893.88841992187,0.001086149928226643
2023-12-23 09:30:00-05:00,100269.86779003906,79893.88841992187,0.0
2023-12-26 09:30:00-05:00,100278.89873486328,79893.88841992187,9.006638807118605e-05
2023-12-27 09:30:00-05:00,100337.80852490234,79893.88841992187,0.0005874594833237268
2023-12-28 09:30:00-05:00,100399.72862988281,79893.88841992187,0.0006171163780710476
2023-12-29 09:30:00-05:00,100382.958,79893.88841992187,-0.00016703859773004037
2023-12-30 09:30:00-05:00,100382.958,79893.88841992187,0.0
