datetime,portfolio_value,cash,return
2020-01-02 09:30:00-05:00,100000.0,100000.0,
2020-01-03 09:30:00-05:00,100000.0,100000.0,0.0
2020-01-04 09:30:00-05:00,100000.0,100000.0,0.0
2020-01-06 09:30:00-05:00,100000.0,100000.0,0.0
2020-01-07 09:30:00-05:00,100000.0,100000.0,0.0
2020-01-08 09:30:00-05:00,100000.0,100000.0,0.0
2020-01-09 09:30:00-05:00,100000.0,100000.0,0.0
2020-01-10 09:30:00-05:00,100000.0,100000.0,0.0
2020-01-11 09:30:00-05:00,100000.0,100000.0,0.0
2020-01-13 09:30:00-05:00,100000.0,100000.0,0.0
2020-01-14 09:30:00-05:00,100000.0,100000.0,0.0
2020-01-15 09:30:00-05:00,100000.0,100000.0,0.0
2020-01-16 09:30:00-05:00,100000.0,100000.0,0.0
2020-01-17 09:30:00-05:00,100000.0,100000.0,0.0
2020-01-18 09:30:00-05:00,100000.0,100000.0,0.0
2020-01-21 09:30:00-05:00,100000.0,100000.0,0.0
2020-01-22 09:30:00-05:00,100000.0,100000.0,0.0
2020-01-23 09:30:00-05:00,100000.0,100000.0,0.0
2020-01-24 09:30:00-05:00,100000.0,100000.0,0.0
2020-01-25 09:30:00-05:00,100000.0,100000.0,0.0
2020-01-27 09:30:00-05:00,100000.0,100000.0,0.0
2020-01-28 09:30:00-05:00,100000.0,100000.0,0.0
2020-01-29 09:30:00-05:00,100000.0,100000.0,0.0
2020-01-30 09:30:00-05:00,100000.0,100000.0,0.0
2020-01-31 09:30:00-05:00,100000.0,100000.0,0.0
2020-02-01 09:30:00-05:00,100000.0,100000.0,0.0
2020-02-03 09:30:00-05:00,100000.0,100000.0,0.0
2020-02-04 09:30:00-05:00,99197.59979248047,154969.50103759766,-0.008024002075195269
2020-02-05 09:30:00-05:00,98483.60290527344,154969.50103759766,-0.007197723419726909
2020-02-06 09:30:00-05:00,98204.80041503906,154969.50103759766,-0.0028309533974152368
2020-02-07 09:30:00-05:00,98390.09979248047,154969.50103759766,0.0018868667993650057
2020-02-08 09:30:00-05:00,98390.09979248047,154969.50103759766,0.0
2020-02-10 09:30:00-05:00,98660.39916992188,154969.50103759766,0.002747221295755553
2020-02-11 09:30:00-05:00,96555.29229736328,240095.61386108398,-0.021336897988148085
2020-02-12 09:30:00-05:00,96269.20959472656,240095.61386108398,-0.0029628899237926776
2020-02-13 09:30:00-05:00,96683.4001159668,240095.61386108398,0.004302419464996987
2020-02-14 09:30:00-05:00,95330.38009643555,372088.58810424805,-0.013994336338072233
2020-02-15 09:30:00-05:00,95330.38009643555,372088.58810424805,0.0
2020-02-18 09:30:00-05:00,96150.38009643555,372088.58810424805,0.008601665063860064
2020-02-19 09:30:00-05:00,95100.78109741211,372088.58810424805,-0.01091622308690543
2020-02-20 09:30:00-05:00,95141.79611206055,372088.58810424805,0.00043127947189436355
2020-02-21 09:30:00-05:00,97003.18710327148,372088.58810424805,0.019564387758862045
2020-02-22 09:30:00-05:00,97003.18710327148,372088.58810424805,0.0
2020-02-24 09:30:00-05:00,107113.7760925293,372088.58810424805,0.10422945153847252
2020-02-25 09:30:00-05:00,106457.78610229492,372088.58810424805,-0.006124235501395292
2020-02-26 09:30:00-05:00,114460.99411010742,372088.58810424805,0.07517729140189178
2020-02-27 09:30:00-05:00,121611.39511108398,372088.58810424805,0.062470198311384006
2020-02-28 09:30:00-05:00,135354.57809448242,372088.58810424805,0.11300900685207127
2020-02-29 09:30:00-05:00,135354.57809448242,372088.58810424805,0.0
2020-03-02 09:30:00-05:00,127556.39511108398,372088.58810424805,-0.05761299760363492
2020-03-03 09:30:00-05:00,118298.58810424805,372088.58810424805,-0.07257814865945111
2020-03-04 09:30:00-05:00,121070.1921081543,372088.58810424805,0.023428884894753255
2020-03-05 09:30:00-05:00,122004.97909545898,372088.58810424805,0.00772103331982521
2020-03-06 09:30:00-05:00,131705.59310913086,372088.58810424805,0.07950998463826564
2020-03-07 09:30:00-05:00,131705.59310913086,576707.2838439941,0.0
